ID vente,Date,Magasin,Articles,Quantité vendue,Prix unitaire,Ville
173a8506-1dd8-4a67-833a-2d8f24e70504,2024-07-16,Alimentation D4,Ice Cream,185.0,103.34,Ottawa
395e9b4a-3ec1-4fe0-9e73-aff55eab30a1,2023-07-03,Supermarché J0,Bananas,227.0,91.62,Ottawa
068a53b9-b9ef-407a-b815-547bd1770242,2023-03-26,Épicerie B2,Tea,346.0,116.65,Winnipeg
db15ad65-43e4-45f2-9375-8daa13835c1a,2024-01-26,Supermarché J0,Bananas,354.0,146.21,Montreal
fb1854f8-ec42-4190-956d-e53273d15ed4,2024-03-12,Centre E5,Yogurt,135.0,173.01,Toronto
0e8f39c2-1306-410f-886b-d8c3ca8cd663,2023-10-10,Centre E5,Frozen Pizza,271.0,155.75,Vancouver
60345a5d-e5c0-4672-bc32-b8da5f92b241,2023-05-30,Épicerie I9,Apples,442.0,186.25,Victoria
8a9cce4c-b908-43cf-9764-bf275e82f6b1,2023-07-28,Boutique G7,Cereal,319.0,112.62,Ottawa
a496f09e-c8a5-418f-b52d-c984810808f1,2023-10-23,Marché H8,Ground Beef,344.0,128.77,Calgary
d527b06d-e851-4e8e-abe3-09ca16310d4f,2023-07-01,Supermarché A1,Yogurt,134.0,48.34,Calgary
12ad19a3-a13e-40e0-a3db-496c0c7c9080,2023-04-27,Épicerie B2,Bread,236.0,140.09,Victoria
d1becfe5-6e50-407a-bfc6-2c912b8d0e9e,2024-12-05,Magasin F6,Milk,361.0,98.32,Edmonton
61adc35a-8b6d-400e-bc6e-98f23a2dc9a5,2024-07-09,Supermarché A1,Potatoes,202.0,137.51,Ottawa
61cca635-68ad-4561-bb05-7e479dfbbabe,2023-07-03,Boutique G7,Cheese,168.0,88.49,Vancouver
2bbc632d-f3b7-4703-a288-36a234f74375,2023-03-17,Supermarché A1,Milk,362.0,90.41,Edmonton
5a0952ac-7ae3-4687-a421-94550517735e,2024-06-28,Épicerie B2,Pasta,144.0,26.15,Quebec City
d11f07df-bbe8-4fd6-99a3-ec953007b0e6,2023-02-02,Supermarché A1,Ground Beef,301.0,72.88,Halifax
0f8cdb45-2ad9-4c61-bc70-88dd055f8db8,2023-04-26,Épicerie B2,Cereal,379.0,105.9,Quebec City
e218651f-de4c-47ad-a2da-8107b992311b,2023-05-10,Marché C3,Yogurt,353.0,31.49,Victoria
40295b3e-867b-4882-a8f8-1c5ae87ea634,2023-08-22,Marché H8,Chicken Breast,340.0,23.38,Victoria
afcd8a66-c079-4202-878f-2ae10adabce8,2023-12-25,Magasin F6,Tomatoes,244.0,88.75,Quebec City
ebd98782-2df0-4718-82f1-e91665073daf,2023-04-05,Boutique G7,Eggs,259.0,31.25,Victoria
3b751469-f17c-49f3-9862-e473cb0aa47d,2023-03-20,Marché C3,Ice Cream,125.0,127.15,Vancouver
a6b273e4-8bae-486f-98ac-eedd206d5b7d,2023-06-11,Épicerie B2,Milk,282.0,177.27,Ottawa
4bf11caf-639a-4fda-acc1-b5b4d95569b3,2024-11-06,Magasin F6,Cheese,260.0,145.58,Victoria
38a094fd-2eec-4a60-8101-43aaf1a5f3fa,2023-10-18,Marché H8,Milk,257.0,61.7,Winnipeg
7402db31-c4e5-4431-b19f-51e64be02aba,2024-09-21,Supermarché J0,Yogurt,243.0,57.0,Calgary
ae48320d-613c-46fe-a424-0942237a9cba,2023-03-07,Supermarché A1,Orange Juice,250.0,81.75,Winnipeg
d8700074-5434-4cba-bf8d-1cf8dc4c4f19,2023-11-20,Marché C3,Yogurt,154.0,128.66,Winnipeg
f346c87d-daf8-44a0-b45c-87c07cfe2d13,2024-01-09,Épicerie I9,Yogurt,273.0,118.51,Edmonton
b4bc3c24-1754-453a-808c-178a83844f46,2023-10-23,Magasin F6,Bread,138.0,82.33,Montreal
4b5243d8-fde3-4ad2-8dc6-744d68d88f89,2024-11-16,Boutique G7,Potatoes,293.0,183.71,Halifax
1f4a6a91-bed9-4b02-b649-46894f9f193b,2023-10-30,Supermarché J0,Tomatoes,155.0,142.97,Vancouver
7b35c2c3-310b-472e-ada5-cc0528753f7a,2023-05-06,Supermarché J0,Pasta,237.0,182.22,Winnipeg
48055864-57bb-4b89-b9c5-58b0933d7085,2024-02-21,Magasin F6,Rice,233.0,23.98,Vancouver
77bbbd90-95b5-409e-a16c-56dabc7665d7,2023-01-30,Supermarché J0,Orange Juice,321.0,68.36,Winnipeg
fea47bae-556d-4be8-afb7-ccb75cc0f80c,2023-11-07,Épicerie I9,Bananas,144.0,30.77,Vancouver
90dd5683-21b1-4c73-9f11-beab963fbaf3,2023-02-04,Marché C3,Rice,316.0,166.02,Vancouver
af953edf-ba6b-4b72-9040-279058b0061d,2024-10-29,Marché C3,Potatoes,236.0,77.09,Vancouver
80f3f69a-c243-4385-af64-659c3798c97d,2023-09-27,Marché C3,Eggs,126.0,126.45,Toronto
57872390-4e10-4927-84bc-a1761db1cf0c,2024-03-07,Marché C3,Peanut Butter,312.0,46.37,Edmonton
3802d7f1-73f1-4c94-a8c3-971b7f8ffb98,2024-07-02,Marché H8,Apples,320.0,35.22,Edmonton
bf88f907-fce2-4b24-9cca-33a9dc10eea8,2024-05-31,Centre E5,Cereal,236.0,178.23,Quebec City
4d1e9311-2c8e-494e-9514-5cf9e06dcd36,2024-03-23,Supermarché J0,Tomatoes,150.0,52.12,Montreal
ec3f32fe-a15b-47fe-8bcd-5a2e692f6df2,2023-06-23,Marché H8,Eggs,209.0,45.41,Calgary
b57a798e-781f-43ef-b05c-171e1b3d0141,2024-07-12,Épicerie B2,Rice,311.0,156.47,Winnipeg
e09d8a25-df77-450f-bd89-3c2109191168,2024-03-29,Supermarché J0,Ice Cream,193.0,138.98,Montreal
2f62141f-fb4b-4f3f-b57f-a321ffeb7e33,2023-10-03,Supermarché J0,Tomatoes,349.0,133.98,Vancouver
8f8a7a6d-711b-4839-984c-cbcd454c71c7,2023-08-10,Épicerie B2,Tomatoes,277.0,18.53,Ottawa
0de90a1c-3af1-4455-a2fc-f0e2736abdd3,2023-11-16,Épicerie I9,Cheese,341.0,118.43,Victoria
9bb39248-032f-4647-a75d-eafda5e5de48,2023-04-23,Magasin F6,Rice,301.0,38.24,Ottawa
312e45f7-9e66-4d2d-b0d2-47ac532607ef,2024-09-11,Épicerie I9,Ice Cream,248.0,31.56,Halifax
bdc9cfd5-2337-4178-bf22-ae3c2104b098,2024-01-23,Boutique G7,Bread,353.0,164.43,Calgary
9ce21926-c57c-4634-8476-5b9a274c5724,2024-12-23,Boutique G7,Rice,304.0,104.36,Montreal
a6f7e815-978b-48a2-b00a-3f16772f94f8,2024-01-04,Centre E5,Rice,246.0,110.73,Ottawa
612803c6-52c6-43e2-987e-a212f4ce67be,2024-09-14,Épicerie B2,Rice,286.0,105.71,Calgary
c0dd4f3f-1a1b-4905-bb01-f3bc0007d576,2023-03-15,Marché H8,Bananas,327.0,166.04,Vancouver
5b102025-c5ed-4ccb-9c8d-5baaacd8fb69,2023-11-25,Marché C3,Cheese,406.0,111.24,Vancouver
8bb1fd46-22d0-47e5-8f33-35fd68ada638,2023-09-04,Alimentation D4,Tomatoes,204.0,177.76,Winnipeg
98bdcd23-f112-4c02-b304-77f59f5ccde5,2023-09-21,Supermarché A1,Pasta,349.0,82.86,Calgary
aff264ff-8c76-4574-ae6d-1187bf71cf9c,2024-08-01,Épicerie I9,Eggs,208.0,76.25,Halifax
a9a5a89c-ca22-4599-89bf-f5c9251e7ace,2024-11-23,Supermarché J0,Bread,138.0,104.76,Quebec City
7382bb0e-d4e4-4cb0-ac1b-2b29336f2ce4,2024-08-24,Alimentation D4,Ground Beef,346.0,165.12,Victoria
6d952ddd-a594-463c-9d0d-b7c75d67b060,2023-10-30,Boutique G7,Cheese,350.0,27.63,Halifax
a39b2386-ca26-49f0-8bc6-44ade4b969d3,2024-09-26,Centre E5,Tea,277.0,139.19,Toronto
e6e6d609-7d7c-4ce8-acd7-473f5e6b22a7,2024-07-10,Alimentation D4,Ground Beef,155.0,59.44,Ottawa
88593390-17c2-4982-982c-d8612df9cba3,2024-01-11,Supermarché J0,Cereal,290.0,182.47,Montreal
9ebdd55d-b860-4e5c-b17f-215ba4642dcc,2024-08-15,Marché H8,Cheese,206.0,114.4,Calgary
bde8b95d-ecd0-44e7-886a-c13a06600034,2023-03-02,Magasin F6,Cheese,140.0,38.88,Montreal
e7712fb1-fad8-42d5-b53c-3036a798d00c,2024-01-21,Supermarché A1,Orange Juice,371.0,100.22,Calgary
0a71e496-4ca7-4a45-a820-fbc4ad8db011,2023-08-18,Marché H8,Peanut Butter,177.0,50.93,Quebec City
07facaa2-46ad-4d77-a216-c8ac43c216cd,2024-04-26,Alimentation D4,Milk,274.0,65.46,Calgary
f7ddefa6-1dbd-4515-98f5-834a86df0e70,2024-09-10,Centre E5,Coffee,297.0,56.55,Montreal
85e17adc-5b60-4dc6-8bc4-4e785f4005e4,2024-04-20,Épicerie B2,Rice,286.0,139.46,Toronto
23f72f9d-e519-478c-bbcb-3a6706b57f6d,2023-04-17,Marché C3,Coffee,143.0,119.54,Halifax
78ca7142-16c6-41e8-a62f-45fd30da019c,2024-03-23,Centre E5,Pasta,316.0,125.26,Montreal
25606f27-00d2-421e-849c-06a51c213680,2024-11-22,Épicerie B2,Ice Cream,308.0,87.23,Victoria
0b39a4f0-8db2-44b3-9d93-89af7a532b5b,2023-03-06,Magasin F6,Ground Beef,324.0,106.99,Montreal
6df4fbc0-f0bd-4da3-9c9d-86aa7b0e06cb,2024-04-30,Boutique G7,Tea,216.0,133.37,Calgary
8d47fe35-55d8-40fa-ae30-8a2a93dc6620,2023-04-08,Marché H8,Tomatoes,178.0,61.47,Calgary
1e8c0ae8-343c-476a-ba78-a300760be2db,2023-10-21,Marché C3,Tea,281.0,155.51,Calgary
fe7bea1b-5fe0-40c1-b1e1-c8ab16a5bfdd,2023-05-17,Épicerie B2,Chicken Breast,274.0,19.5,Halifax
ee1e7fb9-66da-402c-a128-0fb0d221cfe6,2023-02-24,Supermarché A1,Potatoes,187.0,85.02,Halifax
e0d0dd01-dfdc-414b-9286-c6067a54003f,2024-07-22,Marché H8,Yogurt,249.0,81.76,Toronto
a48ca82f-24e0-49a3-a423-9dd8a723c112,2023-11-11,Marché H8,Apples,269.0,60.36,Vancouver
35fce81f-8d62-47fb-8b7d-fbcaae45667b,2024-06-11,Épicerie B2,Orange Juice,194.0,166.87,Halifax
0b09b9cc-3d9b-4ce4-95db-dc9bef6d8755,2023-03-06,Épicerie I9,Frozen Pizza,328.0,56.87,Montreal
1c802dc7-c0da-4de6-81d8-0eb5cde4679c,2024-02-29,Alimentation D4,Tomatoes,366.0,143.04,Halifax
189138f1-0e14-4055-b931-cd57c6f5adbd,2023-10-29,Épicerie I9,Bananas,319.0,125.56,Quebec City
0a562c0e-bfc8-4d1c-8163-3d6455880942,2024-02-24,Supermarché A1,Bananas,259.0,42.72,Quebec City
ac03cbfd-7faf-480a-a0c7-e3a3feae5b5a,2024-09-10,Supermarché J0,Bread,160.0,38.52,Halifax
39ab085a-0ab4-4ce7-af8c-4072ec73a9c7,2024-06-30,Boutique G7,Yogurt,216.0,137.12,Quebec City
7903fb8f-6340-481d-bea0-c5555ad030c6,2024-05-12,Boutique G7,Orange Juice,372.0,103.66,Ottawa
67d69ba3-ea2a-40f8-a228-0371a5f24467,2024-04-18,Magasin F6,Frozen Pizza,287.0,80.49,Victoria
b6f7602b-7c3a-4931-9330-19741569e14f,2024-02-06,Supermarché J0,Potatoes,242.0,129.48,Toronto
17a411af-27ef-41bb-b970-abebd21f9a39,2023-12-30,Supermarché J0,Cereal,150.0,165.3,Quebec City
1c31b806-b0a2-4e83-8b47-b79e89198363,2023-06-23,Centre E5,Bananas,229.0,141.77,Halifax
f7a11c8f-42d5-4483-b787-d2ed83aa4cd4,2024-03-12,Boutique G7,Coffee,233.0,78.07,Toronto
b44d26dc-9a8a-4f3b-8d13-8fb654d4e61e,2023-05-30,Boutique G7,Cheese,218.0,170.68,Montreal
d45956a0-0e43-4913-9cdc-022d0f8b0f9d,2023-08-25,Marché H8,Frozen Pizza,194.0,80.04,Calgary
f05d2017-a48d-481a-8002-0c96613dd3b8,2024-11-25,Boutique G7,Rice,249.0,153.64,Edmonton
4851507b-6f30-4a13-a0ca-858d5a126720,2023-07-31,Épicerie I9,Yogurt,297.0,95.98,Toronto
9532a55b-df90-45c7-9c57-cc7b273877f4,2023-12-06,Marché C3,Cereal,200.0,155.19,Victoria
9a182824-ad44-4fe3-8612-c195a6a1acdf,2023-07-01,Épicerie I9,Ground Beef,292.0,119.71,Ottawa
29fa3e4c-5468-46a7-b277-7ac5bdad5583,2023-05-29,Marché H8,Tomatoes,332.0,86.43,Calgary
18cbd97c-7468-4afc-9c58-256099a81fe6,2023-02-23,Supermarché J0,Apples,250.0,31.99,Edmonton
61d17391-f24c-4fae-a41d-99447ad61340,2024-10-05,Alimentation D4,Bananas,167.0,39.19,Victoria
babc69d5-8b41-46ba-95b5-10b1f24db41f,2024-10-20,Alimentation D4,Cereal,314.0,27.01,Edmonton
e3fe9cec-7cf4-4fac-8b1d-a319bf71add5,2024-09-09,Marché C3,Cheese,317.0,85.77,Vancouver
cbb22e4d-cb7e-42d0-b563-703910a2031f,2024-02-10,Supermarché A1,Bread,299.0,152.35,Victoria
f12572ab-43d7-42c2-9d92-b4ce924b8a30,2023-07-29,Épicerie B2,Cheese,156.0,173.21,Toronto
fa15e5f6-6463-47bd-85ca-ffcffc7ea72c,2023-03-31,Centre E5,Milk,315.0,180.02,Calgary
1b855bfe-7403-46ab-bc3c-bb08a75854b6,2023-07-15,Marché C3,Frozen Pizza,171.0,70.52,Calgary
cf3dcc8b-1c80-479d-9db9-224ae6925232,2024-06-02,Supermarché A1,Coffee,337.0,100.6,Quebec City
48b76544-470f-4927-a685-e4d00ebc45fb,2023-02-14,Boutique G7,Potatoes,357.0,30.5,Quebec City
f0bc7e8c-719c-49f8-b297-ed40b0b269cf,2024-11-05,Magasin F6,Bananas,154.0,42.12,Quebec City
adba761c-dacd-41d9-86e9-dfe44b997758,2023-10-16,Centre E5,Yogurt,316.0,52.93,Quebec City
890d9c3d-86bc-4953-b432-90f5166e6341,2024-11-22,Supermarché A1,Peanut Butter,271.0,50.67,Vancouver
cf5e57fc-5920-4dc5-83bb-79de747974fa,2023-09-21,Supermarché J0,Ground Beef,256.0,14.69,Montreal
c54137ab-2c9c-46bf-86c4-d4e2432839f8,2024-08-06,Marché C3,Milk,247.0,37.62,Vancouver
350f07c4-201b-4bd6-bb39-40b612dc594b,2023-10-09,Boutique G7,Apples,269.0,55.2,Halifax
2ef86e6f-f75d-4d91-a82a-6494908bb597,2023-05-31,Supermarché A1,Potatoes,298.0,84.41,Victoria
7b13064c-730e-4162-944a-664dcf01978a,2024-08-09,Supermarché A1,Tea,139.0,136.31,Calgary
13572eef-8205-489a-b00b-ac36f4b2237c,2024-02-28,Épicerie I9,Ground Beef,276.0,39.08,Montreal
8f314aaa-65d2-49c4-9c4c-8eb387b58c5a,2023-09-03,Épicerie I9,Coffee,278.0,59.21,Winnipeg
27e6b3ca-b0af-4c40-a68a-303c8a2d2784,2024-05-04,Marché H8,Tea,233.0,181.03,Vancouver
46ac1866-d577-4132-916b-50a551961c16,2024-02-14,Épicerie B2,Milk,372.0,160.42,Edmonton
4913032a-eef5-4e63-af4f-69957403caa9,2023-12-18,Épicerie B2,Bread,241.0,151.92,Winnipeg
75bb8ba9-93c0-4948-b5ff-30068096f5e3,2023-04-16,Marché C3,Bread,295.0,48.92,Montreal
2217b4c3-1528-4b40-aa86-cbe68e5e088d,2024-04-10,Épicerie I9,Eggs,235.0,170.47,Toronto
8ab1b39a-9472-4ac3-9546-b221bb55978b,2024-07-08,Épicerie B2,Ice Cream,269.0,165.59,Montreal
06332aaf-fcd6-4264-b078-39450d81d241,2024-01-11,Alimentation D4,Bananas,171.0,33.73,Winnipeg
352fc69e-58c0-406b-adc9-c63c1dfb1c08,2023-12-28,Supermarché J0,Apples,352.0,92.02,Edmonton
1050fea6-1890-4c87-b304-862ecfc6cb2c,2024-11-27,Boutique G7,Rice,294.0,54.49,Calgary
b4e72a73-0059-48cf-b4dd-3d411e98f1f4,2023-07-19,Magasin F6,Orange Juice,184.0,138.02,Quebec City
9f86591a-3ce2-4a5b-ba24-8b54412f0829,2024-02-23,Alimentation D4,Bread,144.0,91.14,Halifax
48c539eb-d373-407f-9e6a-b36029294c16,2024-12-20,Centre E5,Bananas,286.0,70.65,Halifax
3743dd74-c337-4ebf-9470-8e3aef798a66,2023-04-05,Épicerie B2,Coffee,311.0,185.65,Vancouver
b3b4c99d-5f8c-4b77-8b46-e35e2a1aebd0,2024-08-17,Magasin F6,Tomatoes,214.0,88.19,Victoria
b9b0b588-0cca-4e8d-8334-e697aa4c3081,2025-01-23,Épicerie B2,Bread,332.0,146.33,Edmonton
b0a964e1-f90d-4caf-b5d9-cd1780f346bb,2023-02-16,Marché H8,Pasta,305.0,71.57,Vancouver
cc953483-af47-4ba6-a8a9-dc3c093b0932,2024-03-03,Épicerie I9,Orange Juice,200.0,171.1,Montreal
94248ceb-1035-4276-9fda-542f7839fda4,2024-09-10,Supermarché J0,Tomatoes,345.0,177.8,Halifax
3d824868-1bfa-42b0-a3e7-f07ed077693a,2023-10-27,Supermarché A1,Tea,129.0,97.06,Victoria
8521f2e2-e858-464c-837a-5aa439488df4,2024-07-24,Épicerie I9,Frozen Pizza,269.0,118.24,Quebec City
fe33989b-24ca-403c-ae7d-3d40d10fd7e6,2023-11-20,Boutique G7,Ground Beef,336.0,31.46,Ottawa
b3152195-05b0-48bc-b45e-b3292ed185ee,2024-11-04,Épicerie B2,Bread,211.0,175.87,Halifax
226817b2-866e-4bab-9f9a-026c570c96b6,2024-06-26,Centre E5,Apples,150.0,141.75,Quebec City
06206e02-96f7-4f18-8b09-8262e1ad9d84,2024-10-28,Boutique G7,Ice Cream,236.0,179.81,Toronto
8ef5eb3e-5e91-4a14-840d-8cc7af81fe94,2024-11-13,Épicerie B2,Tomatoes,120.0,31.84,Victoria
fa2d89fb-7ff3-4408-ba06-b67c1dc1060a,2023-03-31,Épicerie B2,Tomatoes,364.0,74.03,Quebec City
e3a7e4b2-4485-4426-a5e0-b105e0d6db56,2024-09-21,Épicerie I9,Potatoes,272.0,23.59,Ottawa
8560a6b4-3e0a-482f-b51e-7a2bc677b3dd,2023-07-20,Boutique G7,Bananas,221.0,115.82,Victoria
08280e27-5d9d-46d1-bbc3-0e0090c22d14,2024-09-29,Épicerie I9,Ice Cream,268.0,13.41,Montreal
a2ff3623-6c9f-4092-a7f1-e0237b1ab44b,2023-11-20,Alimentation D4,Pasta,276.0,175.24,Winnipeg
6180a40a-f318-4f5d-aebf-c627f7ca218f,2024-08-09,Centre E5,Cereal,152.0,38.99,Quebec City
6c8fdaf9-5ae9-40ad-b684-3f90d3f91892,2024-02-22,Épicerie B2,Potatoes,212.0,177.1,Montreal
7b273da9-f974-4eb5-956e-c141975d7cb0,2025-01-18,Supermarché A1,Bread,301.0,77.33,Halifax
12068c0b-c224-4bd6-ac2e-8d3ff05a615a,2023-10-16,Centre E5,Peanut Butter,158.0,48.5,Montreal
414ae841-74ea-4404-b53e-5f2fc2f15946,2024-08-09,Marché H8,Peanut Butter,244.0,176.1,Quebec City
3659dd1d-5864-4b48-9345-d0c8ef9d5550,2024-02-16,Marché C3,Frozen Pizza,370.0,84.1,Winnipeg
5f1c3350-b9be-4370-a024-593d48276e93,2023-06-09,Magasin F6,Rice,128.0,145.77,Montreal
f75855b0-954b-473f-ac7c-ba46040691ec,2023-05-28,Épicerie I9,Rice,172.0,54.12,Ottawa
88f716fc-f053-419e-a184-b2699124b831,2024-12-31,Marché H8,Eggs,304.0,116.42,Edmonton
73d17ea9-f3a0-4939-8201-2a82e667f372,2023-12-14,Épicerie I9,Frozen Pizza,267.0,111.13,Quebec City
0cd3ac76-0ef8-4b57-8408-bf0fa8589c48,2023-05-28,Centre E5,Coffee,236.0,50.8,Toronto
7d113d81-0c65-4075-bf09-f5e5d4e37b02,2024-04-21,Alimentation D4,Yogurt,139.0,125.06,Vancouver
5fc0c5e2-291a-45fa-afa8-8f743f172822,2023-07-18,Épicerie I9,Potatoes,327.0,147.14,Edmonton
ba295dfa-ab21-40ce-949e-34689ed17d9a,2024-07-28,Centre E5,Cereal,220.0,57.49,Vancouver
af4ea58f-080e-4e06-b22a-08dda2c334f4,2024-06-24,Boutique G7,Tomatoes,291.0,174.75,Calgary
fad91e61-ed7d-4592-8fc0-ecba2e35f858,2023-12-02,Épicerie B2,Coffee,253.0,118.92,Calgary
2689d1ad-564b-4154-93a8-fded2a892b29,2024-10-17,Boutique G7,Rice,329.0,15.86,Halifax
b2af9e2a-3f20-4db8-8055-f99f93118cca,2023-10-02,Magasin F6,Peanut Butter,344.0,142.04,Vancouver
41635779-263f-461f-bcf0-11b433950550,2023-09-18,Alimentation D4,Apples,212.0,30.64,Calgary
72869626-1fe2-4189-bdf8-bfab363009c7,2024-11-15,Marché H8,Potatoes,268.0,27.62,Vancouver
9457f588-d32d-4fc4-8f32-d439eac5edc2,2023-04-02,Marché H8,Pasta,365.0,149.9,Edmonton
7c1ef729-dd40-4189-8186-f247fec7184d,2024-07-02,Supermarché J0,Bananas,291.0,17.1,Toronto
79238461-5cb8-4ba5-a8c5-00264244fcc5,2024-01-20,Supermarché J0,Tomatoes,220.0,136.6,Quebec City
d5ae4762-6cbe-426f-b9ab-b2153a7813e7,2023-02-01,Alimentation D4,Orange Juice,176.0,109.8,Halifax
5a398027-66d9-4f35-9674-99b897fb8bf1,2023-02-24,Alimentation D4,Tea,156.0,37.11,Vancouver
b30b25af-9141-4b71-bfcf-c92ddd7339a1,2024-08-09,Supermarché A1,Tomatoes,229.0,187.45,Calgary
01d25bb2-cb75-4e29-a3ce-ac45826bb10d,2024-08-02,Boutique G7,Ice Cream,154.0,85.36,Calgary
b627fe1d-6a01-459b-a6ef-7b39cfbc4f9c,2023-05-13,Supermarché A1,Tomatoes,260.0,56.04,Calgary
1e5b3ee1-f8fc-41ed-ac7f-2f29d68fc411,2023-02-28,Magasin F6,Chicken Breast,308.0,18.33,Quebec City
60ca2251-7504-4af6-be4b-8b3182569406,2024-01-25,Centre E5,Coffee,408.0,85.15,Toronto
45dc33c7-ed41-458a-b723-95b794721f5a,2024-10-29,Marché H8,Cereal,314.0,14.31,Ottawa
6afedacb-303c-4510-bce9-93455c06fc46,2023-05-23,Marché C3,Ground Beef,307.0,116.13,Toronto
fae90f89-18b3-4e05-a655-d9115836e801,2024-08-29,Supermarché A1,Cheese,366.0,53.03,Victoria
740945e2-1ae3-4f0e-a0cd-b0fc46dce827,2023-08-25,Marché C3,Cereal,259.0,61.17,Ottawa
df31add6-e990-4230-811e-89f22590c3b2,2024-04-25,Boutique G7,Bananas,145.0,28.5,Edmonton
d4e94109-50d8-424a-98e9-350e07e8c8cb,2024-04-11,Supermarché J0,Bananas,324.0,140.73,Ottawa
00e0a172-ca5c-47f5-9293-1564aaab449b,2024-06-30,Supermarché J0,Yogurt,252.0,69.9,Vancouver
5fe0b5c0-2a6e-4ab1-b88d-790a378ad2ec,2024-05-14,Centre E5,Chicken Breast,355.0,29.54,Montreal
fd8d6a3c-be1d-4b2f-bd66-79909c240d37,2024-06-09,Magasin F6,Eggs,242.0,166.06,Halifax
d4d2e86d-0c2a-4217-bd7b-a932feddae88,2023-10-23,Épicerie B2,Tea,180.0,108.56,Montreal
efddb593-ff5e-4439-900b-442e655ada9e,2023-05-30,Alimentation D4,Yogurt,369.0,171.91,Halifax
b5dc6661-2a50-41f1-859d-452edb185c21,2024-06-29,Centre E5,Chicken Breast,165.0,138.12,Edmonton
e9840f71-ccf7-49d7-ba1d-721bb765b0ba,2023-09-13,Centre E5,Potatoes,299.0,175.67,Halifax
fc1be865-fcd2-4dc9-bfa7-edc0655b601a,2023-12-19,Supermarché J0,Ground Beef,202.0,19.37,Halifax
2bffeb8f-27cd-4dfe-b51d-cbf48080969a,2024-01-04,Épicerie I9,Tea,371.0,42.85,Victoria
1598d218-f22c-4785-821a-f1b0a7cdfbd6,2023-03-23,Marché H8,Ice Cream,265.0,125.12,Edmonton
be9d75f8-1e16-48dd-9de1-f1c3293c1c96,2024-04-29,Boutique G7,Peanut Butter,365.0,82.25,Victoria
31ab6450-1a74-451a-bd38-6aa3a9f20888,2024-08-30,Marché C3,Rice,257.0,77.69,Winnipeg
536f03c1-deec-497e-9a43-c62aef8f3f0c,2024-11-19,Marché C3,Frozen Pizza,193.0,152.58,Halifax
13bf9f87-27d5-4d3a-ad1d-8320f9c33679,2024-06-10,Supermarché J0,Orange Juice,225.0,125.98,Calgary
4dc48620-f998-4883-a8a3-d54a4ed03806,2024-11-20,Supermarché J0,Eggs,331.0,67.49,Montreal
ff4f3907-f696-4524-8213-c7551f183350,2023-08-09,Supermarché A1,Chicken Breast,343.0,121.71,Quebec City
40168508-e64b-49b5-95f0-473455cbb886,2024-07-26,Épicerie B2,Yogurt,280.0,84.27,Edmonton
476bfb4f-fc57-4981-b2af-a5a939c2d0f2,2024-09-20,Centre E5,Pasta,246.0,133.18,Quebec City
2c948614-6d1c-44cc-b167-697b2469d19f,2023-10-16,Marché C3,Tomatoes,240.0,149.87,Edmonton
b9c97368-cb35-464b-8e8e-f9a3230fe311,2024-01-29,Magasin F6,Tea,182.0,88.69,Toronto
a7dbf174-1250-444b-92ab-01bc16910550,2025-01-19,Supermarché J0,Rice,186.0,46.96,Calgary
01ffb16f-e7b6-4e07-a31b-42cd2ccef7cb,2023-06-25,Épicerie B2,Potatoes,156.0,22.0,Quebec City
50c48e93-77c9-4f12-8d88-d87b660bf4dd,2023-11-10,Alimentation D4,Peanut Butter,130.0,140.69,Vancouver
e8a94099-e771-4fb7-8159-aab661d80126,2023-09-14,Supermarché J0,Ground Beef,206.0,27.13,Montreal
e0ad88d5-1616-468e-a908-86b9e9486fab,2024-07-09,Alimentation D4,Ice Cream,120.0,23.07,Vancouver
9d97d3f6-0952-4444-ba4d-0f6a5f9d9a39,2023-09-02,Marché C3,Orange Juice,369.0,57.25,Calgary
470a8e65-7b92-49d5-ae6e-f0e03725651b,2024-04-07,Centre E5,Tomatoes,326.0,34.76,Edmonton
1fb6648a-b5d9-4fa4-9f55-7f78e6061d53,2024-10-30,Centre E5,Tea,166.0,94.32,Halifax
969f7586-654f-4e4e-af02-823f53f0202d,2024-01-05,Centre E5,Peanut Butter,141.0,134.8,Vancouver
c741ee1e-09b5-4339-ba95-9882ba209e8f,2024-12-25,Marché C3,Chicken Breast,350.0,31.75,Winnipeg
c4dc12ee-d84b-468c-8255-e3676bcf3a66,2023-06-01,Alimentation D4,Peanut Butter,282.0,111.01,Ottawa
39791364-bfa8-45f6-95ca-a87df0789f6b,2024-04-22,Centre E5,Bananas,181.0,76.5,Halifax
fe9b0b3c-5a28-4b35-8b3b-77748466f5d0,2024-09-01,Épicerie B2,Yogurt,344.0,96.12,Vancouver
804e9717-ade6-47d7-9091-eaf23186cc5f,2024-09-17,Boutique G7,Orange Juice,225.0,21.05,Toronto
30f6b4ab-ae16-4a15-93a2-74a5d18fceec,2024-06-21,Centre E5,Cheese,368.0,79.72,Winnipeg
4ada3b6a-83a8-4e9d-838a-313cbeb26030,2023-06-20,Épicerie B2,Chicken Breast,239.0,26.53,Vancouver
3e1f4316-45e6-4de1-a5dd-df7d73f371c3,2023-05-10,Centre E5,Orange Juice,370.0,93.71,Halifax
d76a239c-4a76-4afa-84e9-6a501f6b67fa,2024-03-07,Supermarché A1,Coffee,365.0,22.41,Victoria
7613fece-6990-40cd-95c8-93c19041f046,2023-05-01,Magasin F6,Chicken Breast,262.0,32.32,Victoria
